Y,M,D,HH,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°)
2019,11,22,15,10.0,0.0,0.0,79.0,13.0,224.0
2019,11,22,15,10.0,0.0,0.0,79.0,13.0,224.0
2019,11,22,22,6.9,0.0,0.0,23.0,17.2,303.0
2019,11,22,22,6.9,0.0,0.0,23.0,17.2,303.0
2019,11,22,22,6.9,0.0,0.0,23.0,17.2,303.0
2019,11,22,6,8.1,0.0,0.0,0.0,14.2,210.0
2019,11,22,11,8.3,0.0,0.0,70.0,9.5,217.0
2019,11,22,9,8.4,0.0,0.0,63.0,12.6,217.0
2019,11,22,0,7.6,0.0,0.0,0.0,8.6,202.0
2019,11,22,0,7.6,0.0,0.0,0.0,8.6,202.0
2019,11,22,21,8.7,0.0,0.0,7.0,20.4,306.0
2019,11,22,21,8.7,0.0,0.0,7.0,20.4,306.0
2019,11,22,21,8.7,0.0,0.0,7.0,20.4,306.0
2019,11,22,21,8.7,0.0,0.0,7.0,20.4,306.0
2019,11,22,16,10.3,0.0,0.0,100.0,14.9,238.0
2019,11,22,16,10.3,0.0,0.0,100.0,14.9,238.0
2019,11,22,16,10.3,0.0,0.0,100.0,14.9,238.0
2019,11,22,4,7.9,0.0,0.0,0.0,12.3,195.0
2019,11,23,23,5.3,0.0,0.0,0.0,6.8,162.0
2019,11,23,0,6.4,0.0,0.0,5.0,20.2,301.0
2019,11,23,20,6.5,0.0,0.0,0.0,7.8,214.0
2019,11,23,19,6.2,0.0,0.0,0.0,9.5,217.0
2019,11,23,21,6.1,0.0,0.0,0.0,5.1,172.0
2019,11,24,17,5.9,0.8,0.8,100.0,24.6,321.0
2019,11,24,5,4.0,1.6,1.6,100.0,1.6,243.0
2019,11,24,2,5.3,0.0,0.0,26.0,5.4,180.0
2019,11,25,18,9.6,0.0,0.0,0.0,10.2,222.0
2019,11,26,11,2.1,0.0,0.0,0.0,7.3,213.0
2019,11,26,10,2.2,0.0,0.0,0.0,7.9,219.0
2019,11,27,19,12.0,0.0,0.0,7.0,13.0,166.0
2019,11,27,20,12.1,0.3,0.3,50.0,17.3,181.0
2019,12,2,15,2.0,1.5,1.1,98.0,17.4,347.0
2019,12,5,1,3.5,0.0,0.0,31.0,10.5,243.0
2019,12,5,2,3.4,0.0,0.0,10.0,11.3,239.0
2019,12,10,16,13.4,0.0,0.0,76.0,14.8,231.0
2019,12,10,19,12.8,0.7,0.7,82.0,11.5,231.0
2019,12,12,20,1.4,0.0,0.0,0.0,4.5,151.0
2019,12,14,17,11.1,0.0,0.0,100.0,3.3,103.0
2019,12,21,16,-2.2,0.0,0.0,2.0,1.5,135.0
2019,12,21,18,-0.6,0.0,0.0,10.0,3.2,180.0
2020,1,25,10,3.8,0.0,0.0,100.0,19.0,57.0
2020,1,26,14,3.0,0.0,0.0,1.0,12.1,253.0
2020,1,26,11,1.6,0.0,0.0,1.0,9.3,257.0
2020,3,8,11,0.1,0.0,0.0,0.0,8.7,275.0
2020,8,17,10,18.4,0.0,0.0,4.0,5.4,312.0
2020,8,17,0,20.8,0.0,0.0,39.0,15.1,18.0
2020,8,18,16,25.5,0.0,0.0,0.0,7.1,294.0
2020,8,18,18,27.0,0.0,0.0,0.0,9.7,270.0
2020,8,18,9,18.5,0.0,0.0,0.0,5.4,270.0
2020,8,18,7,20.0,0.9,0.9,0.0,10.4,256.0
2020,8,19,22,23.2,0.0,0.0,2.0,5.4,20.0
2020,8,19,13,20.6,0.0,0.0,0.0,6.9,81.0
2020,8,19,17,20.7,0.8,0.8,45.0,6.0,57.0
2020,8,19,16,20.3,0.9,0.9,11.0,4.2,31.0
2020,8,19,12,20.3,0.0,0.0,0.0,7.6,71.0
2020,8,19,1,25.0,0.0,0.0,0.0,4.2,301.0
2020,8,20,23,24.4,0.0,0.0,0.0,6.7,164.0
2020,8,20,9,18.0,0.0,0.0,0.0,11.6,355.0
2020,8,20,19,25.2,0.0,0.0,0.0,3.8,253.0
2020,8,21,12,20.4,0.0,0.0,0.0,9.2,249.0
2020,8,21,12,20.4,0.0,0.0,0.0,9.2,249.0
2020,8,21,11,20.0,0.0,0.0,4.0,11.1,245.0
2020,8,21,5,20.2,0.0,0.0,0.0,10.1,207.0
2020,8,22,18,28.7,0.0,0.0,4.0,10.0,229.0
2020,8,22,11,22.9,0.0,0.0,0.0,6.2,249.0
2020,8,22,12,23.2,0.0,0.0,0.0,7.2,233.0
2020,8,22,20,29.1,0.4,0.4,4.0,10.4,224.0
2020,8,22,13,23.7,0.0,0.0,0.0,9.1,236.0
2020,8,22,14,24.6,0.0,0.0,0.0,8.5,242.0
2020,8,23,3,24.3,0.0,0.0,0.0,9.4,238.0
2020,8,23,21,27.5,0.0,0.0,7.0,11.8,168.0
2020,8,23,2,25.3,0.0,0.0,0.0,10.2,222.0
2020,8,23,0,26.5,0.0,0.0,0.0,9.2,206.0
2020,8,23,0,26.5,0.0,0.0,0.0,9.2,206.0
2020,8,24,0,25.8,0.0,0.0,0.0,6.8,177.0
2020,8,24,13,24.7,0.0,0.0,0.0,6.1,225.0
2020,8,24,19,29.9,0.0,0.0,1.0,11.5,238.0
2020,8,24,19,29.9,0.0,0.0,1.0,11.5,238.0
2020,8,24,8,23.5,0.0,0.0,0.0,5.6,207.0
2020,8,24,21,30.6,0.0,0.0,0.0,12.3,238.0
2020,8,24,11,23.5,0.0,0.0,0.0,4.9,234.0
2020,8,25,9,23.4,0.0,0.0,0.0,10.0,257.0
2020,8,25,18,30.4,0.0,0.0,7.0,17.5,279.0
2020,8,25,21,31.5,1.0,1.0,1.0,17.0,291.0
2020,8,25,16,29.1,0.0,0.0,1.0,15.5,270.0
2020,8,25,17,29.8,0.0,0.0,12.0,17.9,279.0
2020,8,25,19,31.6,0.0,0.0,2.0,17.7,275.0
2020,8,25,7,24.0,0.0,0.0,0.0,11.2,249.0
2020,8,26,13,21.2,0.0,0.0,0.0,15.9,322.0
2020,8,26,8,21.8,0.0,0.0,0.0,14.4,323.0
2020,8,26,17,24.2,0.0,0.0,0.0,18.7,310.0
2020,8,26,17,24.2,0.0,0.0,0.0,18.7,310.0
2020,8,26,16,23.5,0.0,0.0,0.0,19.1,311.0
2020,8,26,14,21.6,0.0,0.0,0.0,17.4,320.0
2020,8,26,12,21.0,0.0,0.0,0.0,13.6,328.0
2020,8,26,2,25.6,0.0,0.0,0.0,15.4,323.0
2020,8,27,17,31.0,0.0,0.0,40.0,22.7,260.0
2020,8,27,4,21.8,0.0,0.0,8.0,4.8,283.0
2020,8,27,21,31.9,0.0,0.0,0.0,21.2,260.0
2020,8,27,13,21.5,0.0,0.0,37.0,3.3,193.0
2020,8,27,9,21.4,0.0,0.0,2.0,4.7,171.0
2020,8,27,22,30.2,0.0,0.0,0.0,12.3,249.0
2020,8,27,11,20.9,0.0,0.0,23.0,3.0,76.0
2020,8,27,1,23.4,0.0,0.0,0.0,8.4,260.0
2020,8,27,20,31.4,0.0,0.0,0.0,21.9,256.0
2020,8,27,23,29.0,0.0,0.0,0.0,7.9,309.0
2020,8,28,20,28.7,0.0,0.0,0.0,10.5,274.0
2020,8,28,19,28.9,0.0,0.0,0.0,11.3,277.0
2020,8,28,16,26.6,0.0,0.0,7.0,10.3,299.0
2020,8,28,16,26.6,0.0,0.0,7.0,10.3,299.0
2020,8,28,16,26.6,0.0,0.0,7.0,10.3,299.0
2020,8,28,14,24.2,0.0,0.0,17.0,12.8,292.0
2020,8,28,3,23.9,0.0,0.0,1.0,5.8,300.0
2020,8,29,20,25.5,0.0,0.0,6.0,12.0,201.0
2020,8,29,17,24.7,0.6,0.6,19.0,12.8,232.0
2020,8,29,16,24.0,1.1,1.1,36.0,13.0,224.0
2020,8,30,16,24.0,0.0,0.0,75.0,19.9,312.0
2020,8,30,17,24.6,0.0,0.0,1.0,19.4,310.0
2020,8,30,12,21.0,0.0,0.0,0.0,14.2,277.0
2020,8,31,13,18.8,0.0,0.0,0.0,7.1,45.0
2020,8,31,15,21.7,0.0,0.0,0.0,6.2,83.0
2020,8,31,1,22.6,0.0,0.0,0.0,8.3,342.0
2020,8,31,10,17.8,0.0,0.0,2.0,6.4,27.0
2020,8,31,8,17.4,0.0,0.0,0.0,6.4,27.0
2019,9,3,14,22.3,0.0,0.0,0.0,7.6,25.0
2019,9,9,9,18.3,0.0,0.0,14.0,11.6,36.0
2019,9,9,11,17.9,0.0,0.0,7.0,11.9,29.0
2019,9,9,19,23.2,0.1,0.1,32.0,7.6,93.0
2019,9,10,16,22.7,0.0,0.0,66.0,8.1,159.0
2019,9,10,14,20.6,0.0,0.0,76.0,5.1,135.0
2019,9,10,13,20.1,0.0,0.0,74.0,3.3,103.0
2019,9,11,14,22.7,0.0,0.0,73.0,18.6,238.0
2019,9,11,11,20.8,0.0,0.0,2.0,12.2,225.0
2019,9,11,9,20.8,0.0,0.0,7.0,13.8,219.0
2019,9,13,14,17.7,0.0,0.0,47.0,15.9,85.0
2019,9,14,12,18.8,0.0,0.0,100.0,6.5,161.0
2019,9,14,14,20.4,0.0,0.0,100.0,11.2,174.0
2019,9,14,15,21.7,0.0,0.0,81.0,15.1,180.0
2019,9,15,18,24.8,0.0,0.0,2.0,7.0,282.0
2019,9,15,9,20.8,0.0,0.0,92.0,5.2,295.0
2019,9,15,8,21.0,0.0,0.0,89.0,4.7,279.0
2019,9,16,14,21.5,0.0,0.0,4.0,5.6,15.0
2019,9,16,17,22.9,0.0,0.0,31.0,4.7,9.0
2019,9,17,6,18.7,0.0,0.0,52.0,10.0,26.0
2019,9,17,15,21.2,0.0,0.0,0.0,9.7,22.0
2019,9,17,9,16.8,0.0,0.0,13.0,11.0,19.0
2019,9,18,16,19.0,0.0,0.0,69.0,13.0,42.0
2019,9,21,14,19.9,0.0,0.0,0.0,4.5,331.0
2019,9,21,10,15.0,0.0,0.0,0.0,8.6,285.0
2019,9,21,10,15.0,0.0,0.0,0.0,8.6,285.0
2019,9,21,10,15.0,0.0,0.0,0.0,8.6,285.0
2019,9,21,10,15.0,0.0,0.0,0.0,8.6,285.0
2019,9,21,12,16.0,0.0,0.0,0.0,6.6,292.0
2019,9,21,13,17.7,0.0,0.0,0.0,4.3,312.0
2019,9,21,21,25.0,0.0,0.0,0.0,3.0,166.0
2019,9,21,17,26.7,0.0,0.0,0.0,0.7,180.0
2019,9,21,17,26.7,0.0,0.0,0.0,0.7,180.0
2019,9,21,0,20.9,0.0,0.0,0.0,7.8,248.0
2019,9,21,7,16.8,0.0,0.0,0.0,9.1,263.0
2019,9,22,11,16.4,0.0,0.0,0.0,4.5,256.0
2019,9,22,13,18.5,0.0,0.0,1.0,3.4,238.0
2019,9,22,14,20.4,0.0,0.0,1.0,5.2,192.0
2019,9,22,14,20.4,0.0,0.0,1.0,5.2,192.0
2019,9,22,9,17.2,0.0,0.0,0.0,6.4,243.0
2019,9,22,15,23.7,0.0,0.0,3.0,8.1,193.0
2019,9,22,16,25.2,0.0,0.0,8.0,10.6,198.0
2019,9,22,12,16.9,0.0,0.0,0.0,3.6,264.0
2019,9,22,10,16.6,0.0,0.0,0.0,5.2,245.0
2019,9,22,18,27.7,0.0,0.0,10.0,10.8,201.0
2019,9,22,19,28.1,0.0,0.0,0.0,11.0,191.0
2019,9,22,17,26.5,0.0,0.0,16.0,11.3,202.0
2019,9,22,1,20.6,0.0,0.0,0.0,6.5,186.0
2019,9,23,8,21.5,0.0,0.0,0.0,12.6,217.0
2019,9,23,8,21.5,0.0,0.0,0.0,12.6,217.0
2019,9,23,13,21.9,0.0,0.0,0.0,11.5,229.0
2019,9,23,0,24.4,0.0,0.0,1.0,11.9,185.0
2019,9,23,14,23.1,0.0,0.0,0.0,12.0,231.0
2019,9,23,14,23.1,0.0,0.0,0.0,12.0,231.0
2019,9,23,14,23.1,0.0,0.0,0.0,12.0,231.0
2019,9,23,12,21.2,0.0,0.0,0.0,9.8,216.0
2019,9,23,21,29.9,0.0,0.0,0.0,14.8,209.0
2019,9,23,7,21.9,0.0,0.0,0.0,12.6,217.0
2019,9,23,15,25.6,0.0,0.0,0.0,11.5,226.0
2019,9,23,15,25.6,0.0,0.0,0.0,11.5,226.0
2019,9,23,15,25.6,0.0,0.0,0.0,11.5,226.0
2019,9,23,15,25.6,0.0,0.0,0.0,11.5,226.0
2019,9,23,18,29.5,0.0,0.0,0.0,14.3,221.0
2019,9,23,16,26.7,0.0,0.0,0.0,11.5,224.0
2019,9,23,16,26.7,0.0,0.0,0.0,11.5,224.0
2019,9,24,13,20.4,0.0,0.0,0.0,10.8,272.0
2019,9,24,8,20.3,0.0,0.0,0.0,12.3,273.0
2019,9,24,8,20.3,0.0,0.0,0.0,12.3,273.0
2019,9,24,8,20.3,0.0,0.0,0.0,12.3,273.0
2019,9,24,22,22.6,0.0,0.0,1.0,13.8,319.0
2019,9,24,15,22.0,0.0,0.0,48.0,15.5,298.0
2019,9,24,9,19.5,0.0,0.0,0.0,12.1,282.0
2019,9,24,9,19.5,0.0,0.0,0.0,12.1,282.0
2019,9,24,9,19.5,0.0,0.0,0.0,12.1,282.0
2019,9,24,9,19.5,0.0,0.0,0.0,12.1,282.0
2019,9,24,16,22.5,0.0,0.0,81.0,16.6,294.0
2019,9,24,16,22.5,0.0,0.0,81.0,16.6,294.0
2019,9,24,16,22.5,0.0,0.0,81.0,16.6,294.0
2019,9,24,14,21.0,0.0,0.0,5.0,13.3,289.0
2019,9,24,12,19.1,0.0,0.0,0.0,11.2,272.0
2019,9,24,12,19.1,0.0,0.0,0.0,11.2,272.0
2019,9,24,6,21.7,0.0,0.0,0.0,10.2,238.0
2019,9,24,17,23.0,0.0,0.0,99.0,16.6,292.0
2019,9,25,8,16.0,0.0,0.0,0.0,8.0,297.0
2019,9,25,8,16.0,0.0,0.0,0.0,8.0,297.0
2019,9,25,9,15.5,0.0,0.0,0.0,8.1,302.0
2019,9,25,9,15.5,0.0,0.0,0.0,8.1,302.0
2019,9,25,15,21.4,0.0,0.0,55.0,8.2,293.0
2019,9,25,17,23.1,0.0,0.0,46.0,10.0,291.0
2019,9,25,12,14.8,0.0,0.0,9.0,5.7,288.0
2019,9,25,19,24.0,0.0,0.0,0.0,8.7,275.0
2019,9,25,19,24.0,0.0,0.0,0.0,8.7,275.0
2019,9,25,10,14.4,0.0,0.0,13.0,6.1,310.0
2019,9,25,16,22.3,0.0,0.0,87.0,9.8,294.0
2019,9,25,20,24.2,0.0,0.0,0.0,8.3,270.0
2019,9,25,5,17.3,0.0,0.0,0.0,6.3,294.0
2019,9,26,16,23.9,0.0,0.0,0.0,12.8,190.0
2019,9,26,13,18.3,0.0,0.0,0.0,8.3,214.0
2019,9,26,13,18.3,0.0,0.0,0.0,8.3,214.0
2019,9,26,7,17.3,0.0,0.0,0.0,9.7,228.0
2019,9,26,17,25.1,0.0,0.0,3.0,13.2,209.0
2019,9,26,17,25.1,0.0,0.0,3.0,13.2,209.0
2019,9,26,0,20.5,0.0,0.0,0.0,7.3,189.0
2019,9,26,10,14.9,0.0,0.0,0.0,10.0,229.0
2019,9,26,10,14.9,0.0,0.0,0.0,10.0,229.0
2019,9,26,22,19.7,0.0,0.0,24.0,8.7,336.0
2019,9,26,23,19.3,0.0,0.0,0.0,7.2,333.0
2019,9,27,10,15.1,0.0,0.0,0.0,4.4,325.0
2019,9,27,16,20.9,0.0,0.0,0.0,1.8,233.0
2019,9,27,16,20.9,0.0,0.0,0.0,1.8,233.0
2019,9,27,16,20.9,0.0,0.0,0.0,1.8,233.0
2019,9,27,16,20.9,0.0,0.0,0.0,1.8,233.0
2019,9,27,15,20.5,0.0,0.0,0.0,1.0,45.0
2019,9,27,15,20.5,0.0,0.0,0.0,1.0,45.0
2019,9,27,15,20.5,0.0,0.0,0.0,1.0,45.0
2019,9,27,7,16.8,0.0,0.0,0.0,5.9,317.0
2019,9,27,23,19.9,0.0,0.0,0.0,12.9,153.0
2019,9,27,17,21.6,0.0,0.0,2.0,4.4,215.0
2019,9,27,9,15.9,0.0,0.0,0.0,6.1,320.0
2019,9,27,11,13.5,0.0,0.0,0.0,4.8,312.0
2019,9,27,11,13.5,0.0,0.0,0.0,4.8,312.0
2019,9,27,2,17.5,0.0,0.0,0.0,8.2,311.0
2019,9,28,0,18.5,0.0,0.0,0.0,12.8,158.0
2019,9,28,0,18.5,0.0,0.0,0.0,12.8,158.0
2019,9,28,20,25.7,0.0,0.0,97.0,11.5,194.0
2019,9,28,16,24.1,0.0,0.0,100.0,13.8,208.0
2019,9,28,12,17.4,0.0,0.0,1.0,7.5,215.0
2019,9,28,12,17.4,0.0,0.0,1.0,7.5,215.0
2019,9,28,10,16.8,0.0,0.0,2.0,6.4,218.0
2019,9,28,19,26.3,0.0,0.0,99.0,14.0,206.0
2019,9,28,17,25.3,0.0,0.0,98.0,12.4,206.0
2019,9,28,17,25.3,0.0,0.0,98.0,12.4,206.0
2019,9,28,2,17.7,0.0,0.0,0.0,10.5,184.0
2019,9,28,2,17.7,0.0,0.0,0.0,10.5,184.0
2019,9,28,15,23.0,0.0,0.0,99.0,13.6,202.0
2019,9,28,15,23.0,0.0,0.0,99.0,13.6,202.0
2019,9,28,13,18.9,0.0,0.0,31.0,11.4,208.0
2019,9,28,21,25.3,0.0,0.0,98.0,9.8,172.0
2019,9,28,14,20.5,0.0,0.0,60.0,12.0,201.0
2019,9,28,14,20.5,0.0,0.0,60.0,12.0,201.0
2019,9,28,18,25.7,0.0,0.0,96.0,12.8,202.0
2019,9,29,0,23.7,0.0,0.0,24.0,8.0,175.0
2019,9,29,8,21.8,0.0,0.0,0.0,11.6,338.0
2019,9,29,18,24.5,0.0,0.0,0.0,11.6,22.0
2019,9,29,20,24.6,0.0,0.0,0.0,12.6,13.0
2019,9,29,20,24.6,0.0,0.0,0.0,12.6,13.0
2019,9,29,10,20.6,0.0,0.0,19.0,10.2,342.0
2019,9,29,14,22.3,0.0,0.0,26.0,15.4,21.0
2019,9,29,21,24.1,0.0,0.0,0.0,11.8,23.0
2019,9,29,21,24.1,0.0,0.0,0.0,11.8,23.0
2019,9,29,12,21.0,0.0,0.0,11.0,11.6,5.0
2019,9,29,11,20.6,0.0,0.0,17.0,9.7,358.0
2019,9,29,11,20.6,0.0,0.0,17.0,9.7,358.0
2019,9,30,14,17.0,0.0,0.0,50.0,11.1,77.0
2019,9,30,5,17.4,0.0,0.0,7.0,9.8,28.0
2019,10,1,9,17.6,0.0,0.0,99.0,8.8,199.0
2019,10,2,19,32.5,0.0,0.0,1.0,16.9,268.0
2019,10,2,17,30.8,0.0,0.0,0.0,16.1,250.0
2019,10,3,8,16.0,0.0,0.0,100.0,17.3,45.0
2019,10,4,17,17.7,0.0,0.0,79.0,24.9,338.0
2019,10,5,21,14.4,0.0,0.0,0.0,10.5,139.0
2019,10,5,16,12.9,0.0,0.0,0.0,7.2,87.0
2019,10,5,16,12.9,0.0,0.0,0.0,7.2,87.0
2019,10,5,16,12.9,0.0,0.0,0.0,7.2,87.0
2019,10,5,0,13.0,0.0,0.0,0.0,11.7,349.0
2019,10,5,11,7.6,0.0,0.0,0.0,13.6,37.0
2019,10,5,11,7.6,0.0,0.0,0.0,13.6,37.0
2019,10,5,23,12.4,0.0,0.0,14.0,10.0,150.0
2019,10,5,23,12.4,0.0,0.0,14.0,10.0,150.0
2019,10,5,14,10.2,0.0,0.0,0.0,10.5,59.0
2019,10,5,14,10.2,0.0,0.0,0.0,10.5,59.0
2019,10,5,14,10.2,0.0,0.0,0.0,10.5,59.0
2019,10,5,14,10.2,0.0,0.0,0.0,10.5,59.0
2019,10,5,4,11.2,0.0,0.0,0.0,16.2,13.0
2019,10,5,9,8.2,0.0,0.0,1.0,15.1,25.0
2019,10,5,9,8.2,0.0,0.0,1.0,15.1,25.0
2019,10,5,9,8.2,0.0,0.0,1.0,15.1,25.0
2019,10,5,15,12.2,0.0,0.0,0.0,8.8,71.0
2019,10,5,20,14.4,0.0,0.0,0.0,9.7,132.0
2019,10,5,19,14.0,0.0,0.0,0.0,8.5,126.0
2019,10,5,19,14.0,0.0,0.0,0.0,8.5,126.0
2019,10,5,18,14.0,0.0,0.0,0.0,7.2,117.0
2019,10,5,22,13.5,0.0,0.0,2.0,9.7,149.0
2019,10,5,12,7.8,0.0,0.0,1.0,13.3,41.0
2019,10,5,12,7.8,0.0,0.0,1.0,13.3,41.0
2019,10,5,12,7.8,0.0,0.0,1.0,13.3,41.0
2019,10,5,12,7.8,0.0,0.0,1.0,13.3,41.0
2019,10,5,12,7.8,0.0,0.0,1.0,13.3,41.0
2019,10,5,12,7.8,0.0,0.0,1.0,13.3,41.0
2019,10,5,13,9.1,0.0,0.0,2.0,12.3,50.0
2019,10,5,13,9.1,0.0,0.0,2.0,12.3,50.0
2019,10,5,8,8.8,0.0,0.0,0.0,15.6,19.0
2019,10,5,8,8.8,0.0,0.0,0.0,15.6,19.0
2019,10,5,1,12.6,0.0,0.0,0.0,12.6,355.0
2019,10,5,1,12.6,0.0,0.0,0.0,12.6,355.0
2019,10,5,1,12.6,0.0,0.0,0.0,12.6,355.0
2019,10,5,7,9.5,0.0,0.0,0.0,15.7,16.0
2019,10,5,3,11.4,0.0,0.0,0.0,14.9,8.0
2019,10,6,13,15.8,0.0,0.0,100.0,11.6,164.0
2019,10,6,13,15.8,0.0,0.0,100.0,11.6,164.0
2019,10,6,13,15.8,0.0,0.0,100.0,11.6,164.0
2019,10,6,13,15.8,0.0,0.0,100.0,11.6,164.0
2019,10,6,15,17.7,0.0,0.0,100.0,10.2,162.0
2019,10,6,15,17.7,0.0,0.0,100.0,10.2,162.0
2019,10,6,22,20.7,0.0,0.0,88.0,12.7,188.0
2019,10,6,18,19.7,0.0,0.0,100.0,15.5,176.0
2019,10,6,0,11.7,0.0,0.0,18.0,9.5,151.0
2019,10,6,16,18.2,0.0,0.0,100.0,12.9,162.0
2019,10,6,16,18.2,0.0,0.0,100.0,12.9,162.0
2019,10,6,20,20.2,0.0,0.0,98.0,18.5,187.0
2019,10,6,12,15.4,0.0,0.0,100.0,10.5,164.0
2019,10,6,3,12.6,0.0,0.0,60.0,6.7,144.0
2019,10,6,17,19.0,0.0,0.0,100.0,14.6,170.0
2019,10,6,17,19.0,0.0,0.0,100.0,14.6,170.0
2019,10,6,17,19.0,0.0,0.0,100.0,14.6,170.0
2019,10,6,14,16.6,0.0,0.0,100.0,10.5,164.0
2019,10,6,14,16.6,0.0,0.0,100.0,10.5,164.0
2019,10,6,14,16.6,0.0,0.0,100.0,10.5,164.0
2019,10,6,10,15.0,0.0,0.0,100.0,6.8,155.0
2019,10,7,11,20.7,0.0,0.0,8.0,16.5,200.0
2019,10,7,8,20.6,0.0,0.0,94.0,19.9,193.0
2019,10,7,7,20.7,0.0,0.0,96.0,18.9,193.0
2019,10,7,7,20.7,0.0,0.0,96.0,18.9,193.0
2019,10,7,7,20.7,0.0,0.0,96.0,18.9,193.0
2019,10,7,7,20.7,0.0,0.0,96.0,18.9,193.0
2019,10,7,7,20.7,0.0,0.0,96.0,18.9,193.0
2019,10,7,19,24.9,0.0,0.0,31.0,16.0,216.0
2019,10,7,17,24.7,0.0,0.0,16.0,15.3,214.0
2019,10,7,17,24.7,0.0,0.0,16.0,15.3,214.0
2019,10,7,18,25.0,0.0,0.0,17.0,16.2,217.0
2019,10,7,18,25.0,0.0,0.0,17.0,16.2,217.0
2019,10,7,22,22.3,0.0,0.0,17.0,9.4,178.0
2019,10,7,22,22.3,0.0,0.0,17.0,9.4,178.0
2019,10,7,22,22.3,0.0,0.0,17.0,9.4,178.0
2019,10,7,9,20.6,0.0,0.0,42.0,19.9,193.0
2019,10,7,9,20.6,0.0,0.0,42.0,19.9,193.0
2019,10,7,9,20.6,0.0,0.0,42.0,19.9,193.0
2019,10,7,9,20.6,0.0,0.0,42.0,19.9,193.0
2019,10,7,9,20.6,0.0,0.0,42.0,19.9,193.0
2019,10,7,15,23.1,0.0,0.0,35.0,16.1,207.0
2019,10,7,15,23.1,0.0,0.0,35.0,16.1,207.0
2019,10,7,16,23.9,0.0,0.0,27.0,16.2,212.0
2019,10,7,16,23.9,0.0,0.0,27.0,16.2,212.0
2019,10,7,16,23.9,0.0,0.0,27.0,16.2,212.0
2019,10,7,16,23.9,0.0,0.0,27.0,16.2,212.0
2019,10,7,16,23.9,0.0,0.0,27.0,16.2,212.0
2019,10,7,16,23.9,0.0,0.0,27.0,16.2,212.0
2019,10,7,13,21.1,0.0,0.0,9.0,16.3,202.0
2019,10,7,13,21.1,0.0,0.0,9.0,16.3,202.0
2019,10,7,13,21.1,0.0,0.0,9.0,16.3,202.0
2019,10,7,13,21.1,0.0,0.0,9.0,16.3,202.0
2019,10,7,0,20.5,0.0,0.0,53.0,15.3,188.0
2019,10,7,21,24.2,0.0,0.0,52.0,9.6,193.0
2019,10,7,21,24.2,0.0,0.0,52.0,9.6,193.0
2019,10,7,6,20.8,0.0,0.0,100.0,17.9,195.0
2019,10,7,5,20.7,0.0,0.0,100.0,16.6,193.0
2019,10,8,18,16.5,0.0,0.0,0.0,14.9,37.0
2019,10,8,19,17.1,0.0,0.0,0.0,15.3,41.0
2019,10,8,12,14.7,0.0,0.0,4.0,12.4,8.0
2019,10,8,12,14.7,0.0,0.0,4.0,12.4,8.0
2019,10,8,11,14.7,0.0,0.0,2.0,11.3,9.0
2019,10,8,11,14.7,0.0,0.0,2.0,11.3,9.0
2019,10,8,15,16.2,0.0,0.0,0.0,14.5,19.0
2019,10,8,15,16.2,0.0,0.0,0.0,14.5,19.0
2019,10,8,15,16.2,0.0,0.0,0.0,14.5,19.0
2019,10,8,16,16.3,0.0,0.0,0.0,16.1,16.0
2019,10,8,16,16.3,0.0,0.0,0.0,16.1,16.0
2019,10,8,16,16.3,0.0,0.0,0.0,16.1,16.0
2019,10,8,16,16.3,0.0,0.0,0.0,16.1,16.0
2019,10,8,16,16.3,0.0,0.0,0.0,16.1,16.0
2019,10,8,3,16.7,0.7,0.7,87.0,18.4,359.0
2019,10,8,6,15.9,0.4,0.4,99.0,14.8,14.0
2019,10,8,6,15.9,0.4,0.4,99.0,14.8,14.0
2019,10,8,14,15.4,0.0,0.0,0.0,14.8,23.0
2019,10,8,14,15.4,0.0,0.0,0.0,14.8,23.0
2019,10,8,14,15.4,0.0,0.0,0.0,14.8,23.0
2019,10,8,9,15.0,0.4,0.4,54.0,10.7,20.0
2019,10,8,20,17.5,0.0,0.0,0.0,14.9,37.0
2019,10,8,8,15.4,0.9,0.9,94.0,11.3,17.0
2019,10,8,8,15.4,0.9,0.9,94.0,11.3,17.0
2019,10,8,8,15.4,0.9,0.9,94.0,11.3,17.0
2019,10,8,10,14.7,0.0,0.0,4.0,10.9,17.0
2019,10,8,10,14.7,0.0,0.0,4.0,10.9,17.0
2019,10,8,10,14.7,0.0,0.0,4.0,10.9,17.0
2019,10,8,7,15.7,1.1,1.1,97.0,12.5,18.0
2019,10,8,22,16.9,0.0,0.0,0.0,13.2,26.0
2019,10,8,17,16.7,0.0,0.0,0.0,15.8,24.0
2019,10,8,17,16.7,0.0,0.0,0.0,15.8,24.0
2019,10,8,17,16.7,0.0,0.0,0.0,15.8,24.0
2019,10,8,23,16.2,0.0,0.0,0.0,13.9,25.0
2019,10,8,5,16.1,1.0,1.0,100.0,16.0,9.0
2019,10,9,9,14.5,0.0,0.0,1.0,17.6,26.0
2019,10,9,9,14.5,0.0,0.0,1.0,17.6,26.0
2019,10,9,15,13.1,0.2,0.2,32.0,18.0,29.0
2019,10,9,15,13.1,0.2,0.2,32.0,18.0,29.0
2019,10,9,15,13.1,0.2,0.2,32.0,18.0,29.0
2019,10,9,16,13.3,0.2,0.2,22.0,19.5,25.0
2019,10,9,16,13.3,0.2,0.2,22.0,19.5,25.0
